-0.11950315 0.40616283 -1.0405861 -0.82473135 -0.75533617 -0.5809734 1.9869158 1.5380628 1.9869158 0.63123775 0.38356155 -0.20130524 1.0597664 0.40865755 -1.0199556 -0.18016748 
0.30887294 0.22712012 -1.1560556 -0.8460812 -1.0346142 -0.61983526 0.18320811 0.5958431 0.18320811 1.7023664 2.0409968 2.4227629 1.5244496 1.8674464 -1.2320027 -1.1949688 
-1.2655021 0.66753274 1.4087453 1.4011847 1.5775293 1.2927197 0.1235054 0.027045602 0.1235054 0.32859337 0.5206024 0.7333419 0.5519624 0.58246964 1.3092331 1.7571806 
-1.0650619 0.6823466 2.1739216 2.234143 2.0506456 2.351878 -0.13290405 0.22828886 -0.13290405 0.9066593 1.1107631 1.61273 0.9117193 1.3958199 1.81261 0.9730159 
-1.5205742 0.87718785 2.4240165 2.769202 1.9946635 1.7806123 -0.35790077 -0.30510736 -0.35790077 0.52400863 1.0552086 1.123671 0.4233268 0.36829332 1.758365 1.526544 
-0.2550803 0.35270005 0.41607296 -0.027016848 0.58197796 0.17236431 0.15153512 0.2341229 0.15153512 0.7779794 0.6783698 0.88637996 0.4969847 0.46577582 -0.10438056 0.5578699 
0.4893063 -0.5645695 -0.4166863 -0.4737129 0.1580971 -0.19637428 1.5788565 0.53463143 1.5788565 -0.3877975 -0.6565479 -0.567341 0.34330958 0.14265661 -0.2782951 0.8807612 
-0.9911295 0.6990387 -0.3314392 -0.5593543 0.116721645 -0.12136573 1.0649585 1.5850048 1.0649585 1.1429285 0.7562103 0.5704431 1.1269338 1.1117675 -0.21778786 0.8807612 
1.4473556 -2.2006402 -1.1885667 -0.8472598 -1.0770738 -0.6215476 -0.049228072 0.43008262 -0.049228072 0.19591406 0.10484247 1.4403946 0.15150258 1.2122234 -1.2662268 -0.8259502 
-0.5575237 0.7440587 0.20536925 -0.19360058 -0.24163328 -0.45526546 -1.0193542 -1.0255319 -1.0193542 -0.6262582 -0.19793728 -0.5145398 -0.7638142 -1.0109582 0.12988111 -0.7336955 
0.2222485 0.21462029 -0.4538975 -0.5064669 0.101444356 -0.21429168 1.5787699 0.63436943 1.5787699 -0.3736277 -0.5948236 -0.55630726 0.26087937 -0.054721408 -0.29186875 -0.41080415 
